,Zipcode,FoodStamp,WithHealthCoverage,WithPrivateInsurance,Withpubliccoverage,Nohealthinsurancecoverage,BelowPovertyLevel
24782,73075,15.9,82.1,78.9,7.0,17.9,3.6
24783,73077,18.8,88.4,85.6,3.9,11.6,4.0
24784,73078,1.4,92.9,92.9,3.4,7.1,2.0
24785,73079,8.2,86.6,85.4,1.1,13.4,3.5
24786,73080,9.8,78.7,76.6,3.1,21.3,3.0
24787,73082,20.2,61.4,60.0,5.7,38.6,8.0
24788,73084,20.4,81.1,73.8,9.6,18.9,5.9
24789,73086,14.9,73.5,68.5,6.3,26.5,4.4
24790,73089,8.3,83.9,82.6,5.4,16.1,2.8
24791,73090,11.4,90.2,82.4,10.3,9.8,5.4
24792,73092,22.2,77.4,73.0,4.7,22.6,4.5
24793,73093,6.0,91.7,90.8,3.9,8.3,6.5
24794,73095,14.0,75.4,69.3,8.4,24.6,4.8
24795,73096,7.3,80.1,78.9,2.0,19.9,5.7
24796,73097,36.4,100.0,100.0,0.0,0.0,62.2
24797,73098,15.5,76.4,75.8,4.8,23.6,4.9
24798,73099,5.8,89.3,87.9,3.0,10.7,1.1
24799,73102,16.1,84.6,83.6,4.7,15.4,4.6
24800,73103,16.6,81.0,80.4,1.5,19.0,4.6
24801,73104,18.5,85.5,78.9,7.0,14.5,10.1
24802,73105,27.0,76.6,70.9,9.2,23.4,4.5
24803,73106,23.0,57.0,52.7,5.7,43.0,5.6
24804,73107,16.7,62.2,58.5,6.1,37.8,3.0
24805,73108,36.7,43.1,36.9,7.9,56.9,5.0
24806,73109,30.4,44.4,40.1,6.1,55.6,4.3
24807,73110,17.2,77.9,73.4,7.8,22.1,2.1
24808,73111,38.2,71.7,64.9,11.7,28.3,5.3
24809,73112,14.8,75.3,72.7,4.0,24.7,3.6
24810,73114,28.9,71.6,66.2,10.0,28.4,4.3
24811,73115,17.7,79.9,73.9,9.1,20.1,3.0
24812,73116,6.5,89.9,88.9,2.4,10.1,1.6
24813,73117,46.9,72.6,66.3,9.1,27.4,9.6
24814,73118,10.4,76.9,73.3,6.3,23.1,4.2
24815,73119,30.2,47.1,42.5,6.7,52.9,3.3
24816,73120,6.4,79.6,78.6,2.6,20.4,2.1
24817,73121,17.4,82.2,79.8,5.9,17.8,5.2
24818,73122,15.6,69.3,64.8,6.7,30.7,3.1
24819,73127,23.7,53.4,50.3,4.6,46.6,4.1
24820,73128,11.5,86.6,85.0,8.4,13.4,3.3
24821,73129,38.8,49.7,43.7,9.0,50.3,4.1
24822,73130,9.7,87.2,85.0,5.1,12.8,1.9
24823,73131,5.0,83.2,82.0,2.0,16.8,8.6
24824,73132,12.0,81.6,79.4,4.6,18.4,2.8
24825,73134,3.4,85.3,84.0,1.4,14.7,5.7
24826,73135,21.2,77.7,73.2,8.7,22.3,4.5
24827,73139,15.9,64.6,60.7,5.9,35.4,4.3
24828,73141,22.7,74.5,71.3,8.5,25.5,9.3
24829,73142,7.7,84.4,82.0,3.9,15.6,3.7
24830,73145,0.0,75.9,75.9,0.0,24.1,2.7
24831,73149,29.5,70.3,60.2,10.5,29.7,6.2
24832,73150,6.3,86.7,85.2,5.8,13.3,2.5
24833,73151,1.0,95.5,94.5,1.8,4.5,1.8
24834,73159,14.1,73.7,70.9,6.0,26.3,2.2
24835,73160,11.7,84.9,82.4,5.2,15.1,1.7
24836,73162,6.0,87.3,86.2,3.2,12.7,1.5
24837,73165,8.2,88.7,85.4,5.9,11.3,1.9
24838,73169,6.6,79.2,77.2,4.3,20.8,4.9
24839,73170,4.0,89.7,88.1,4.6,10.3,1.6
24840,73173,3.0,99.5,97.9,2.9,0.5,5.0
24841,73179,2.9,91.3,89.3,5.4,8.7,1.2
24842,73401,12.8,76.8,73.3,5.8,23.2,2.0
24843,73425,0.0,37.5,37.5,0.0,62.5,50.0
24844,73430,4.3,92.6,87.9,8.2,7.4,7.8
24845,73432,15.0,71.9,69.7,5.0,28.1,5.8
24846,73433,7.5,87.8,85.9,7.7,12.2,3.8
24847,73434,8.4,70.8,64.6,8.9,29.2,11.8
24848,73437,0.0,53.3,53.3,0.0,46.7,41.8
24849,73438,4.1,78.4,75.3,5.8,21.6,2.8
24850,73439,14.9,72.6,66.6,9.8,27.4,3.8
24851,73440,3.4,62.1,62.1,0.0,37.9,25.1
24852,73441,9.5,52.4,28.6,23.8,47.6,27.1
24853,73442,0.0,88.6,86.9,1.7,11.4,5.4
24854,73443,9.3,85.8,83.1,2.7,14.2,7.2
24855,73444,0.0,54.9,54.9,0.0,45.1,49.6
24856,73446,16.4,70.1,67.5,5.4,29.9,3.4
24857,73447,20.9,78.6,75.5,5.0,21.4,5.0
24858,73448,9.5,79.3,77.2,5.0,20.7,3.2
24859,73449,18.5,65.2,61.4,3.9,34.8,5.7
24860,73450,10.5,76.7,70.6,9.2,23.3,4.6
24861,73453,0.0,87.0,85.5,1.5,13.0,10.9
24862,73455,23.1,63.0,59.7,6.6,37.0,10.9
24863,73456,11.9,64.0,61.9,4.0,36.0,5.1
24864,73458,7.0,66.8,64.4,2.4,33.2,6.4
24865,73459,8.1,77.5,76.3,4.6,22.5,6.3
24866,73460,25.4,78.0,74.6,10.0,22.0,5.7
24867,73461,22.0,58.0,52.0,6.3,42.0,6.0
24868,73463,13.1,76.6,74.2,3.3,23.4,3.7
24869,73481,5.4,85.2,82.7,2.5,14.8,5.0
24870,73487,3.5,73.7,68.4,5.3,26.3,25.6
24871,73491,11.1,79.9,77.3,4.1,20.1,6.9
24872,73501,23.9,76.7,67.9,15.3,23.3,3.8
24873,73503,7.4,94.8,93.6,3.1,5.2,4.8
24874,73505,16.1,79.7,72.9,14.2,20.3,2.0
24875,73507,15.8,76.5,71.4,11.6,23.5,3.0
24876,73520,14.6,71.4,71.4,0.0,28.6,12.5
24877,73521,18.0,78.5,73.7,10.1,21.5,2.7
24878,73526,10.2,84.7,83.6,5.6,15.3,5.2
24879,73527,12.7,80.2,78.1,7.9,19.8,5.0
24880,73528,18.3,90.8,87.1,4.6,9.2,11.8
24881,73529,14.1,75.5,72.5,7.8,24.5,3.3
24882,73530,27.0,58.4,56.3,5.1,41.6,6.7
24883,73531,9.4,83.2,71.5,15.9,16.8,13.0
24884,73532,10.9,85.8,77.3,8.5,14.2,8.2
24885,73533,15.0,78.8,75.3,5.4,21.2,2.1
24886,73537,12.4,88.2,81.6,9.4,11.8,7.7
24887,73538,7.4,90.3,87.3,12.1,9.7,3.6
24888,73539,0.0,73.5,73.5,4.1,26.5,4.2
24889,73540,4.7,81.5,75.2,19.1,18.5,17.6
24890,73541,9.9,79.9,78.1,9.7,20.1,5.5
24891,73542,22.5,75.2,67.3,9.1,24.8,7.1
24892,73543,11.2,79.5,76.1,9.6,20.5,4.6
24893,73544,21.0,63.4,63.4,0.0,36.6,19.2
24894,73546,17.0,75.8,69.9,6.7,24.2,8.5
24895,73547,17.0,80.7,75.5,8.4,19.3,5.6
24896,73548,0.0,96.2,96.2,1.0,3.8,14.9
24897,73549,8.5,85.9,85.9,4.4,14.1,5.0
24898,73550,24.7,78.2,73.4,7.3,21.8,5.8
24899,73551,12.5,47.1,47.1,0.0,52.9,48.9
24900,73552,13.8,78.2,76.4,6.5,21.8,7.0
24901,73553,0.0,86.7,86.7,0.0,13.3,67.2
24902,73554,21.2,67.8,59.2,11.1,32.2,4.7
24903,73555,35.8,71.0,45.2,25.8,29.0,18.6
24904,73556,27.5,92.5,85.0,7.5,7.5,20.5
24905,73557,13.8,69.4,63.0,6.5,30.6,20.6
24906,73559,22.1,75.0,72.6,5.7,25.0,7.4
24907,73560,22.2,88.4,82.4,9.0,11.6,12.8
24908,73562,11.4,79.8,73.1,9.7,20.2,8.6
24909,73564,13.0,68.6,62.3,6.3,31.4,10.8
24910,73565,17.2,77.0,71.0,6.9,23.0,6.1
24911,73566,18.6,70.3,66.2,9.4,29.7,7.5
24912,73567,8.0,73.2,69.6,7.6,26.8,10.7
24913,73568,20.4,74.1,73.4,3.7,25.9,10.2
24914,73569,17.4,66.7,63.8,4.2,33.3,7.0
24915,73570,17.5,85.4,74.4,11.3,14.6,7.0
24916,73571,12.1,100.0,100.0,14.9,0.0,28.4
24917,73572,13.0,80.4,76.1,8.4,19.6,3.8
24918,73573,18.4,76.0,67.6,10.7,24.0,4.6
24919,73601,6.8,67.6,65.2,4.9,32.4,3.8
24920,73620,9.5,89.9,87.2,4.8,10.1,4.9
24921,73622,2.9,56.1,56.1,0.0,43.9,3.0
24922,73624,9.3,79.7,77.4,3.3,20.3,7.4
24923,73625,6.3,85.8,84.0,2.7,14.2,6.5
24924,73626,6.2,87.8,87.8,3.9,12.2,8.0
24925,73627,7.0,72.7,71.1,4.6,27.3,4.4
24926,73628,5.8,86.2,84.0,3.2,13.8,4.4
24927,73632,9.4,83.9,82.0,3.7,16.1,4.9
24928,73638,0.0,100.0,97.5,10.0,0.0,37.7
24929,73639,18.1,70.1,68.1,2.9,29.9,12.2
24930,73641,13.1,87.6,81.8,9.5,12.4,9.9
24931,73642,0.0,96.4,96.4,0.0,3.6,9.7
24932,73644,7.5,81.0,78.5,4.6,19.0,3.5
24933,73645,15.5,68.5,65.2,3.3,31.5,9.8
24934,73646,8.4,71.1,68.1,2.9,28.9,23.8
24935,73647,1.1,95.6,95.6,0.3,4.4,9.0
24936,73650,11.3,88.9,84.7,4.5,11.1,8.8
24937,73651,27.6,76.5,66.6,12.7,23.5,7.7
24938,73654,2.4,86.5,84.0,3.4,13.5,3.5
24939,73655,13.9,88.3,83.1,7.8,11.7,6.6
24940,73658,2.2,56.0,56.0,0.0,44.0,22.9
24941,73659,0.0,50.7,50.7,0.0,49.3,9.0
24942,73660,0.6,85.3,80.7,10.0,14.7,7.7
24943,73661,13.2,70.4,67.3,3.1,29.6,9.1
24944,73662,11.0,79.3,78.1,3.9,20.7,6.2
24945,73663,3.1,83.7,80.0,6.0,16.3,5.6
24946,73664,6.9,65.4,62.2,3.5,34.6,6.6
24947,73666,6.1,79.7,79.7,0.0,20.3,9.3
24948,73667,0.0,89.5,87.9,1.6,10.5,9.1
24949,73669,6.0,91.2,88.9,2.8,8.8,6.7
24950,73673,9.1,65.9,65.9,0.0,34.1,7.7
24951,73701,23.7,68.9,62.2,8.9,31.1,3.4
24952,73703,5.8,86.0,84.4,5.1,14.0,1.6
24953,73705,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99,9999999.99
24954,73716,4.6,74.6,69.5,6.2,25.4,5.4
24955,73717,7.2,86.8,83.4,5.7,13.2,5.5
24956,73718,8.5,91.2,88.8,6.4,8.8,4.3
24957,73719,0.0,100.0,100.0,0.0,0.0,67.2
24958,73720,0.0,100.0,100.0,0.0,0.0,23.9
24959,73722,11.4,85.4,85.4,5.7,14.6,8.2
24960,73724,11.1,79.4,74.7,6.8,20.6,5.4
24961,73726,10.9,65.3,65.3,8.2,34.7,6.2
24962,73727,0.0,94.0,91.4,4.0,6.0,21.9
24963,73728,7.6,85.5,82.0,6.9,14.5,5.5
24964,73729,11.1,85.9,81.1,11.9,14.1,6.5
24965,73730,11.4,77.3,77.3,1.0,22.7,7.1
24966,73731,8.9,80.4,73.9,6.5,19.6,36.7
24967,73733,15.6,85.6,82.9,2.7,14.4,15.9
24968,73734,15.3,68.9,61.4,8.0,31.1,5.6
24969,73735,6.7,70.0,63.7,8.1,30.0,10.7
24970,73736,3.0,98.5,98.5,4.4,1.5,6.6
24971,73737,20.5,75.9,73.2,5.3,24.1,7.0
24972,73738,15.8,80.0,74.1,7.6,20.0,9.2
24973,73739,6.8,88.8,84.7,4.1,11.2,20.0
24974,73741,12.0,84.2,79.9,4.7,15.8,8.4
24975,73742,10.4,77.7,76.2,2.5,22.3,3.4
24976,73743,0.0,100.0,100.0,0.0,0.0,38.8
24977,73744,4.0,100.0,100.0,9.2,0.0,13.1
24978,73746,0.0,100.0,100.0,0.0,0.0,100.0
24979,73747,7.6,69.4,69.4,3.1,30.6,22.1
24980,73749,7.2,77.2,69.8,7.4,22.8,14.9
24981,73750,7.8,86.5,84.2,5.0,13.5,3.3
24982,73753,15.6,81.2,81.2,1.5,18.8,2.6
24983,73754,5.0,91.4,88.7,8.6,8.6,3.6
24984,73755,21.1,83.0,77.8,12.8,17.0,6.5
24985,73756,7.4,88.9,88.9,0.0,11.1,2.9
24986,73757,0.0,93.0,93.0,0.0,7.0,7.8
24987,73758,7.6,83.8,83.8,0.0,16.3,10.5
24988,73759,5.4,92.3,91.9,2.6,7.7,4.5
24989,73760,3.6,79.8,78.3,1.5,20.2,7.6
24990,73761,7.7,89.1,87.5,1.6,10.9,14.4
24991,73762,6.5,87.7,82.9,6.9,12.3,3.2
24992,73763,7.7,82.0,77.5,8.4,18.0,6.3
24993,73764,0.0,100.0,100.0,0.0,0.0,36.1
24994,73766,9.0,82.0,80.7,5.3,18.0,4.4
24995,73768,7.4,84.2,80.0,6.3,15.8,2.5
24996,73771,9.7,74.4,71.6,2.8,25.6,12.1
24997,73772,20.9,75.4,72.0,4.9,24.6,6.4
24998,73773,12.0,73.9,71.8,7.9,26.1,5.7
24999,73801,10.2,87.8,83.3,7.0,12.2,3.5
25000,73832,5.5,94.0,94.0,0.0,6.0,6.0
25001,73834,9.9,82.2,77.5,5.1,17.8,6.1
25002,73835,10.7,76.0,68.2,12.4,24.0,4.9
25003,73838,11.2,87.6,87.6,5.7,12.4,11.7
25004,73840,4.6,88.1,85.2,4.0,11.9,4.5
25005,73841,4.8,91.0,87.0,11.5,9.0,10.8
25006,73842,2.6,70.2,67.3,7.3,29.8,4.9
25007,73843,5.7,85.5,83.5,4.5,14.5,4.8
25008,73844,10.9,67.3,67.3,0.0,32.7,6.3
25009,73848,7.2,76.2,75.5,3.3,23.8,4.6
25010,73851,0.0,100.0,100.0,0.0,0.0,23.0
25011,73852,4.6,86.1,84.7,1.4,13.9,5.3
25012,73853,0.0,78.9,78.9,0.0,21.1,11.3
25013,73855,0.0,100.0,100.0,0.0,0.0,17.4
25014,73857,1.9,87.7,87.7,1.2,12.3,4.5
25015,73858,9.0,83.3,82.9,3.0,16.7,6.7
25016,73859,6.0,77.0,76.3,0.7,23.0,6.0
25017,73860,6.3,87.9,85.5,3.7,12.1,3.3
25018,73901,0.0,66.0,66.0,0.0,34.0,43.2
25019,73931,4.1,90.5,90.5,2.2,9.5,4.4
25020,73932,3.8,91.5,88.2,6.7,8.5,3.1
25021,73933,9.5,68.5,66.6,1.9,31.5,6.1
25022,73937,0.0,86.0,80.0,6.0,14.0,16.4
25023,73938,8.7,80.8,77.3,4.4,19.2,10.7
25024,73939,4.6,85.5,84.4,2.2,14.5,6.5
25025,73942,11.6,75.2,73.4,3.1,24.8,3.4
25026,73944,11.8,70.8,70.8,0.5,29.2,14.9
25027,73945,8.4,78.2,76.9,3.4,21.8,5.3
25028,73946,54.1,50.0,50.0,0.0,50.0,30.6
25029,73947,4.3,84.0,80.9,7.4,16.0,5.9
25030,73949,8.7,76.7,73.5,4.0,23.3,5.9
25031,73950,1.9,79.0,79.0,0.0,21.0,3.1
25032,73951,7.5,69.8,68.8,1.6,30.2,9.2
25033,74001,10.9,56.7,56.7,0.0,43.3,12.5
25034,74002,10.9,75.4,73.2,6.0,24.6,4.0
25035,74003,19.9,72.2,67.6,7.0,27.8,2.3
25036,74006,6.4,87.4,85.2,3.6,12.6,1.7
25037,74008,3.9,88.6,86.1,4.2,11.4,1.3
25038,74010,14.7,79.8,77.6,5.0,20.2,3.4
25039,74011,5.8,89.4,87.4,4.3,10.6,1.0
25040,74012,6.3,86.1,84.2,4.0,13.9,0.9
25041,74014,4.5,88.6,87.0,3.8,11.4,0.9
25042,74015,9.9,82.5,79.4,6.4,17.5,3.0
25043,74016,17.6,80.5,76.6,6.6,19.5,3.5
25044,74017,14.8,81.6,78.8,5.4,18.4,1.7
25045,74019,5.2,87.5,85.8,3.5,12.5,1.5
25046,74020,9.7,81.0,75.3,9.8,19.0,2.6
25047,74021,5.8,88.1,86.7,4.1,11.9,1.6
25048,74022,10.5,84.8,79.6,9.3,15.2,5.6
25049,74023,19.5,76.5,71.1,7.5,23.5,3.9
25050,74026,12.3,85.4,80.5,6.3,14.6,4.9
25051,74027,17.8,88.6,85.4,3.8,11.4,7.5
25052,74028,7.5,85.9,84.0,2.3,14.1,2.7
25053,74029,17.8,78.1,78.1,3.5,21.9,5.2
25054,74030,14.2,79.3,76.1,3.8,20.7,5.1
25055,74032,7.1,89.1,86.4,6.7,10.9,2.9
25056,74033,11.0,83.6,77.8,9.9,16.4,3.2
25057,74034,8.7,60.0,60.0,0.0,40.0,9.2
25058,74035,14.6,76.8,76.1,0.7,23.2,6.2
25059,74036,9.0,84.8,82.3,5.1,15.2,2.3
25060,74037,3.8,91.3,89.6,2.8,8.7,2.1
25061,74038,10.0,74.8,70.5,5.0,25.2,3.1
25062,74039,12.9,69.9,66.7,5.5,30.1,4.9
25063,74041,8.7,77.0,74.6,5.2,23.0,3.3
25064,74042,18.0,77.5,70.4,7.1,22.5,9.9
25065,74044,13.0,70.7,69.0,4.1,29.3,3.3
25066,74045,8.1,89.8,87.1,2.7,10.2,3.9
25067,74046,18.0,86.8,86.8,0.0,13.2,18.1
25068,74047,10.9,81.4,79.1,4.9,18.6,3.2
25069,74048,13.9,75.4,73.1,4.3,24.6,4.6
25070,74050,29.2,58.2,52.2,17.6,41.8,36.6
25071,74051,11.7,78.6,75.4,4.3,21.4,7.2
25072,74052,24.4,75.7,69.2,7.0,24.3,6.9
25073,74053,7.7,83.6,81.3,4.4,16.4,1.9
25074,74054,16.2,79.5,77.7,4.5,20.5,10.0
25075,74055,5.0,88.6,86.3,4.3,11.4,1.1
25076,74056,14.0,74.6,67.6,13.0,25.4,5.5
25077,74058,12.0,72.7,68.4,6.5,27.3,4.2
25078,74059,20.0,77.4,69.5,10.3,22.6,6.9
25079,74060,6.3,69.0,68.1,4.3,31.0,7.9
25080,74061,7.7,86.1,84.8,3.4,13.9,5.7
25081,74062,10.2,79.0,76.8,6.8,21.0,6.8
25082,74063,10.1,84.5,81.7,4.2,15.5,1.7
25083,74066,11.9,81.1,78.3,4.7,18.9,1.7
25084,74068,43.8,36.0,36.0,0.0,64.0,30.4
25085,74070,11.7,81.3,79.1,5.9,18.7,3.7
25086,74071,25.0,59.3,59.3,0.0,40.7,10.0
25087,74072,8.4,77.7,74.7,4.5,22.3,2.5
25088,74073,7.5,88.7,86.9,4.0,11.3,2.8
25089,74074,9.4,84.0,82.0,4.0,16.0,3.4
25090,74075,8.6,85.8,81.7,6.6,14.2,3.7
25091,74078,9999999.99,77.0,74.3,4.2,23.0,9999999.99
25092,74079,15.6,80.5,75.4,7.7,19.5,5.7
25093,74080,6.1,90.1,89.8,4.6,9.9,4.1
25094,74081,13.3,71.3,64.9,8.8,28.7,7.3
25095,74082,13.5,43.9,39.0,4.9,56.1,34.7
25096,74083,8.3,86.4,84.8,2.3,13.6,6.4
25097,74084,10.5,83.6,79.6,4.0,16.4,6.9
25098,74085,15.1,78.7,70.1,9.2,21.3,5.6
25099,74103,0.0,69.3,69.3,0.0,30.7,70.1
25100,74104,11.9,72.6,70.5,4.5,27.4,3.9
25101,74105,11.2,81.5,78.4,4.7,18.5,1.8
25102,74106,40.7,74.9,65.7,11.6,25.1,3.3
25103,74107,23.5,76.4,70.8,8.1,23.6,2.3
25104,74108,15.9,76.8,73.4,5.8,23.2,4.2
25105,74110,36.5,50.2,44.5,7.5,49.8,3.5
25106,74112,16.4,72.6,68.2,6.8,27.4,2.6
25107,74114,2.8,88.1,86.5,2.9,11.9,1.5
25108,74115,26.6,51.5,47.5,6.1,48.5,2.6
25109,74116,24.4,51.5,46.4,7.2,48.5,6.6
25110,74117,0.0,100.0,100.0,0.0,0.0,25.1
25111,74119,11.2,83.0,80.5,3.2,17.0,4.8
25112,74120,14.9,73.5,70.2,4.0,26.5,5.6
25113,74126,35.5,71.9,64.7,8.6,28.1,4.4
25114,74127,22.5,73.0,68.0,8.8,27.0,3.0
25115,74128,13.1,62.8,59.2,6.0,37.2,2.5
25116,74129,16.7,66.6,62.4,5.5,33.4,3.3
25117,74130,25.3,70.6,62.6,12.2,29.4,6.7
25118,74131,12.7,84.2,84.2,1.5,15.8,5.7
25119,74132,8.9,87.8,85.0,4.4,12.2,3.4
25120,74133,6.3,84.8,82.4,4.5,15.2,1.2
25121,74134,13.4,70.1,67.4,4.0,29.9,3.9
25122,74135,12.2,74.5,72.9,2.3,25.5,2.4
25123,74136,14.7,75.8,71.8,5.4,24.2,2.2
25124,74137,2.2,90.5,89.2,3.7,9.5,1.7
25125,74145,11.6,73.3,70.3,4.7,26.7,2.3
25126,74146,23.9,58.5,53.6,6.2,41.5,4.1
25127,74301,10.8,72.7,68.8,8.4,27.3,3.0
25128,74330,10.1,87.1,81.3,6.1,12.9,4.8
25129,74331,12.3,69.0,64.1,5.7,31.0,3.2
25130,74332,11.3,70.1,63.4,8.3,29.9,4.6
25131,74333,7.2,78.0,75.0,6.6,22.0,3.4
25132,74337,17.9,63.5,61.0,5.7,36.5,6.5
25133,74338,17.1,65.1,58.9,7.5,34.9,3.2
25134,74339,29.9,58.7,54.1,7.4,41.3,4.8
25135,74340,11.6,46.2,46.2,7.7,53.8,15.3
25136,74342,22.9,76.0,67.8,13.0,24.0,9.8
25137,74343,12.3,79.7,75.4,7.3,20.3,4.9
25138,74344,14.2,78.8,71.9,9.0,21.2,3.0
25139,74346,22.7,67.1,62.8,6.7,32.9,5.1
25140,74347,10.2,75.2,73.3,3.4,24.8,5.5
25141,74349,15.5,75.8,72.6,4.2,24.2,6.8
25142,74350,19.5,71.2,65.9,5.3,28.8,9.7
25143,74352,14.8,70.1,65.4,5.9,29.9,5.5
25144,74354,18.3,74.8,69.0,8.2,25.2,1.6
25145,74358,14.7,36.2,24.5,12.8,63.8,15.4
25146,74359,29.4,66.2,58.9,7.4,33.8,10.3
25147,74360,0.0,100.0,100.0,0.0,0.0,100.0
25148,74361,16.3,77.1,73.3,7.2,22.9,2.7
25149,74363,18.2,80.1,74.3,11.6,19.9,4.2
25150,74364,17.9,75.4,67.1,9.5,24.6,5.8
25151,74365,18.8,69.8,67.0,5.2,30.2,4.1
25152,74366,21.0,75.7,70.8,9.1,24.3,9.5
25153,74367,33.2,89.9,73.4,16.5,10.1,17.1
25154,74368,43.3,58.3,41.7,16.7,41.7,25.6
25155,74369,8.4,80.2,78.5,2.5,19.8,3.2
25156,74370,17.3,76.7,73.1,6.9,23.3,3.4
25157,74401,28.6,73.0,65.9,10.4,27.0,3.1
25158,74403,19.4,73.8,69.3,7.2,26.2,2.9
25159,74421,12.7,84.2,82.1,7.0,15.8,3.8
25160,74422,7.3,71.8,60.1,12.8,28.2,10.9
25161,74423,15.6,69.3,66.5,11.5,30.7,5.7
25162,74425,12.7,63.3,55.8,11.1,36.7,9.1
25163,74426,21.4,75.1,67.5,12.9,24.9,3.7
25164,74427,9.6,74.9,57.0,18.6,25.1,17.5
25165,74428,15.8,85.1,73.9,12.4,14.9,11.1
25166,74429,10.8,80.6,78.9,4.7,19.4,2.6
25167,74430,12.8,77.5,68.6,10.1,22.5,8.0
25168,74431,17.3,73.6,70.3,5.1,26.4,6.0
25169,74432,15.1,71.7,62.6,13.5,28.3,3.6
25170,74434,12.3,79.9,78.2,6.7,20.1,3.6
25171,74435,13.3,55.0,51.5,4.7,45.0,6.5
25172,74436,17.4,79.2,73.5,7.3,20.8,3.2
25173,74437,18.7,72.4,69.0,5.8,27.6,3.3
25174,74438,33.3,62.0,49.4,12.7,38.0,5.8
25175,74441,14.3,74.9,70.5,7.3,25.1,3.9
25176,74442,18.2,81.9,75.5,11.0,18.1,4.4
25177,74445,15.6,76.1,72.9,3.7,23.9,3.6
25178,74446,18.8,62.0,59.2,6.7,38.0,10.9
25179,74447,23.6,81.3,76.9,6.9,18.7,3.5
25180,74450,16.4,78.2,72.4,11.2,21.8,4.9
25181,74451,13.0,71.1,69.7,3.1,28.9,4.6
25182,74452,9.9,71.5,71.5,0.0,28.5,8.6
25183,71303,13.3,83.5,79.1,7.2,16.5,3.7
25184,71316,0.0,9999999.99,9999999.99,9999999.99,9999999.99,100.0
25185,71322,25.5,74.9,65.8,9.7,25.1,6.2
25186,71323,20.3,48.4,48.4,0.0,51.6,15.1
25187,71325,34.6,68.3,48.8,19.5,31.7,11.9
25188,71326,24.1,67.6,61.8,6.5,32.4,11.0
25189,71327,21.8,73.6,65.7,8.6,26.4,5.5
25190,71328,15.3,82.4,78.1,9.4,17.6,6.5
25191,71331,41.3,65.2,61.4,3.8,34.8,8.6
25192,71333,19.7,77.6,72.4,21.7,22.4,15.2
25193,71334,28.9,69.7,62.1,9.3,30.3,6.5
25194,71336,11.0,62.2,55.2,9.1,37.8,13.0
25195,71339,0.0,9999999.99,9999999.99,9999999.99,9999999.99,100.0
25196,71340,12.1,72.7,65.5,7.9,27.3,7.6
25197,71341,17.3,81.5,75.2,11.6,18.5,6.2
25198,71342,17.0,74.8,70.9,6.3,25.2,6.4
25199,71343,19.9,64.3,56.9,10.6,35.7,4.5
25200,71345,71.7,9999999.99,9999999.99,9999999.99,9999999.99,61.8
25201,71346,21.2,66.7,58.2,11.3,33.3,7.6
25202,71350,24.1,71.6,66.4,7.3,28.4,5.4
25203,71351,26.7,67.3,64.9,5.4,32.7,6.3
25204,71353,16.8,86.8,82.5,4.3,13.2,10.3
25205,71354,9.1,82.8,75.8,8.0,17.2,8.2
25206,71355,18.4,84.3,79.4,12.5,15.7,8.4
25207,71356,36.1,81.3,69.4,12.0,18.7,19.8
25208,71357,16.1,50.5,47.8,7.4,49.5,8.1
25209,71358,11.6,91.6,91.6,0.0,8.4,12.3
25210,71360,16.3,80.9,76.1,9.0,19.1,2.6
25211,71362,21.6,87.8,84.5,7.6,12.2,10.6
25212,71366,9.1,78.2,76.6,1.6,21.8,7.1
25213,71367,8.5,71.7,70.2,4.7,28.3,8.8
25214,71368,13.5,60.6,54.0,11.3,39.4,15.6
25215,71369,33.5,72.0,60.4,15.3,28.0,8.3
25216,71371,3.3,87.2,86.8,2.1,12.8,7.1
25217,71373,12.1,77.3,75.4,4.5,22.7,4.8
25218,71375,16.3,22.8,19.4,3.4,77.2,13.0
25219,71377,22.0,100.0,100.0,0.0,0.0,46.4
25220,71378,22.6,66.1,57.6,8.9,33.9,7.5
25221,71401,0.0,0.0,0.0,0.0,100.0,57.1
25222,71403,9.4,81.4,73.9,10.7,18.6,4.9
25223,71404,9.7,77.8,71.7,6.1,22.2,9.9
25224,71405,13.9,76.4,74.7,4.8,23.6,5.4
25225,71406,11.8,60.1,60.1,0.0,39.9,28.0
25226,71407,15.0,100.0,100.0,26.9,0.0,22.7
25227,71409,13.9,80.3,74.0,10.8,19.7,4.4
25228,71410,18.9,33.3,33.3,0.0,66.7,26.4
25229,71411,32.4,85.4,78.8,8.0,14.6,8.1
25230,71414,26.4,72.3,72.3,0.0,27.7,26.1
25231,71416,30.9,56.4,55.9,1.5,43.6,7.5
25232,71417,27.0,71.7,64.7,13.5,28.3,7.9
25233,71418,18.9,71.0,66.3,5.6,29.0,5.9
25234,71419,19.2,64.4,63.1,3.5,35.6,6.5
25235,71422,22.5,70.3,64.8,5.7,29.7,6.0
25236,71423,13.2,82.6,75.6,8.8,17.4,8.4
25237,71424,2.3,60.5,58.4,4.4,39.5,3.5
25238,71425,0.0,30.3,30.3,0.0,69.7,43.7
25239,71426,19.7,95.0,91.7,3.3,5.0,10.2
25240,71427,4.6,28.2,17.9,10.3,71.8,41.7
25241,71429,17.2,80.6,78.4,6.2,19.4,6.1
25242,71430,12.0,54.5,53.6,2.2,45.5,4.7
25243,71432,16.5,82.9,70.8,13.2,17.1,8.4
25244,71433,19.5,79.0,69.6,12.4,21.0,4.5
